"title_","authors","date_document","celex","Full_OJ","manif_pdf","manif_html","pdf_to_download","html_to_download"
"Proposal for a COUNCIL IMPLEMENTING DECISION granting temporary support under Council Regulation (EU) 2020/672 to Spain to mitigate unemployment risks in an emergency situation following the COVID-19 outbreak","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-08-24,"52020PC0469",,"http://publications.europa.eu/resource/cellar/839dcc00-e5fb-11ea-ad25-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/839dcc00-e5fb-11ea-ad25-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/839dcc00-e5fb-11ea-ad25-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/839dcc00-e5fb-11ea-ad25-01aa75ed71a1.0001.03/zip"
"Proposal for a COUNCIL IMPLEMENTING DECISION granting temporary support under Council Regulation (EU) 2020/672 to Latvia to mitigate unemployment risks in an emergency situation following the COVID-19 outbreak","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-08-24,"52020PC0468",,"http://publications.europa.eu/resource/cellar/5df97880-e5f5-11ea-ad25-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/5df97880-e5f5-11ea-ad25-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/5df97880-e5f5-11ea-ad25-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/5df97880-e5f5-11ea-ad25-01aa75ed71a1.0001.03/zip"
"Commission Decision (EU) 2020/1236 of 25 August 2020 authorising the Netherlands to apply an extension of certain periods specified in Articles 2 and 3 of Regulation (EU) 2020/698 of the European Parliament and of the Council (notified under document C(2020) 5745) (Only the English text is authentic)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2020-08-25,"32020D1236","http://publications.europa.eu/resource/cellar/eb9bab08-eb50-11ea-b3c6-01aa75ed71a1","http://publications.europa.eu/resource/cellar/2b4c2ef2-eb52-11ea-b3c6-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/2b4c2ef2-eb52-11ea-b3c6-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/2b4c2ef2-eb52-11ea-b3c6-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/2b4c2ef2-eb52-11ea-b3c6-01aa75ed71a1.0006.03/zip"
"Commission Decision (EU) 2020/1237 of 25 August 2020 authorising the United Kingdom to apply an extension of certain periods specified in Articles 3 and 11 of Regulation (EU) 2020/698 of the European Parliament and of the Council (notified under document C(2020) 5757) (Only the English text is authentic)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2020-08-25,"32020D1237","http://publications.europa.eu/resource/cellar/eb9bab08-eb50-11ea-b3c6-01aa75ed71a1","http://publications.europa.eu/resource/cellar/92de2915-eb52-11ea-b3c6-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/92de2915-eb52-11ea-b3c6-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/92de2915-eb52-11ea-b3c6-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/92de2915-eb52-11ea-b3c6-01aa75ed71a1.0006.03/zip"
"Proposal for a COUNCIL IMPLEMENTING DECISION granting temporary support under Council Regulation (EU) 2020/672 to Portugal to mitigate unemployment risks in an emergency situation following the COVID-19 outbreak","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2020-08-25,"52020PC0473",,"http://publications.europa.eu/resource/cellar/7a8f8d0d-e6ad-11ea-ad25-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/7a8f8d0d-e6ad-11ea-ad25-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/7a8f8d0d-e6ad-11ea-ad25-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/7a8f8d0d-e6ad-11ea-ad25-01aa75ed71a1.0001.03/zip"
"The title does not exist in that language","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-08-26,"32020R0672R(01)","http://publications.europa.eu/resource/cellar/db138762-e763-11ea-ad25-01aa75ed71a1",,,"/zip","/zip"
"REPORT FROM THE COMMISSION TO THE EUROPEAN PARLIAMENT AND THE COUNCIL Implementing EU food and nutrition security policy commitments: Fourth biennial report","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/DEVCO",2020-08-26,"52020DC0285",,"http://publications.europa.eu/resource/cellar/0e173e39-e777-11ea-ad25-01aa75ed71a1.0019.02","http://publications.europa.eu/resource/cellar/0e173e39-e777-11ea-ad25-01aa75ed71a1.0019.03","http://publications.europa.eu/resource/cellar/0e173e39-e777-11ea-ad25-01aa75ed71a1.0019.02/zip","http://publications.europa.eu/resource/cellar/0e173e39-e777-11ea-ad25-01aa75ed71a1.0019.03/zip"
"Commission Decision (EU) 2020/1235 of 26 August 2020 authorising Greece to apply an extension of certain periods specified in Article 4 of Regulation (EU) 2020/698 of the European Parliament and of the Council (notified under document C(2020) 5742) (Only the English text is authentic)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2020-08-26,"32020D1235","http://publications.europa.eu/resource/cellar/eb9bab08-eb50-11ea-b3c6-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e5717e31-eb51-11ea-b3c6-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e5717e31-eb51-11ea-b3c6-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/e5717e31-eb51-11ea-b3c6-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/e5717e31-eb51-11ea-b3c6-01aa75ed71a1.0006.03/zip"
"COMMISSION STAFF WORKING DOCUMENT Accompanying the document Report from the Commission to the European Parliament and the Council Implementing EU food and nutrition security policy commitments: Fourth biennial report","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/DEVCO",2020-08-26,"52020SC0085",,"http://publications.europa.eu/resource/cellar/620ee8da-e777-11ea-ad25-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/620ee8da-e777-11ea-ad25-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/620ee8da-e777-11ea-ad25-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/620ee8da-e777-11ea-ad25-01aa75ed71a1.0001.03/zip"
"DRAFT AMENDING BUDGET N°8 TO THE GENERAL BUDGET 2020 Increase of payment appropriations for the Emergency Support Instrument to finance the COVID-19 vaccines strategy and for the impact of the Corona Response Investment Initiative Plus","http://publications.europa.eu/resource/authority/corporate-body/BUDG,http://publications.europa.eu/resource/authority/corporate-body/COM",2020-08-28,"52020DC0900",,"http://publications.europa.eu/resource/cellar/90a8f123-e914-11ea-b3c6-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/90a8f123-e914-11ea-b3c6-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/90a8f123-e914-11ea-b3c6-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/90a8f123-e914-11ea-b3c6-01aa75ed71a1.0001.03/zip"
"Commission Decision (EU) 2020/1282 of 31 August 2020 authorising France to apply an extension of certain periods specified in Articles 11, 16 and 17 of Regulation (EU) 2020/698 of the European Parliament and of the Council (notified under document C(2020) 6027) (Only the French text is authentic)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2020-08-31,"32020D1282","http://publications.europa.eu/resource/cellar/a7fcf4e0-f718-11ea-991b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/a647002c-f71b-11ea-991b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/a647002c-f71b-11ea-991b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/a647002c-f71b-11ea-991b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/a647002c-f71b-11ea-991b-01aa75ed71a1.0006.03/zip"
"The title does not exist in that language","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2020-09-03,"32020R0460R(02)","http://publications.europa.eu/resource/cellar/943a1bcd-edae-11ea-991b-01aa75ed71a1",,,"/zip","/zip"
"Council Decision (EU) 2020/1253 of 4 September 2020 further extending the temporary derogation from the Council’s Rules of Procedure introduced by Decision (EU) 2020/430, and extended by Decisions (EU) 2020/556, (EU) 2020/702 and (EU) 2020/970, in view of the travel difficulties caused by the COVID-19 pandemic in the Union","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2020-09-04,"32020D1253","http://publications.europa.eu/resource/cellar/96acae20-f19d-11ea-991b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ac1d9cf6-f19e-11ea-991b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ac1d9cf6-f19e-11ea-991b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/ac1d9cf6-f19e-11ea-991b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/ac1d9cf6-f19e-11ea-991b-01aa75ed71a1.0006.03/zip"
"Proposal for a COUNCIL RECOMMENDATION on a coordinated approach to the restriction of free movement in response to the COVID-19 pandemic","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/JUST",2020-09-04,"52020DC0499",,"http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.03/zip"
"Proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL amending Regulation (EU) 2018/848 on organic production as regards its date of application and certain other dates referred to in that Regulation","http://publications.europa.eu/resource/authority/corporate-body/AGRI,http://publications.europa.eu/resource/authority/corporate-body/COM",2020-09-04,"52020PC0483",,"http://publications.europa.eu/resource/cellar/e4f1549d-ee8a-11ea-991b-01aa75ed71a1.0024.02","http://publications.europa.eu/resource/cellar/e4f1549d-ee8a-11ea-991b-01aa75ed71a1.0024.03","http://publications.europa.eu/resource/cellar/e4f1549d-ee8a-11ea-991b-01aa75ed71a1.0024.02/zip","http://publications.europa.eu/resource/cellar/e4f1549d-ee8a-11ea-991b-01aa75ed71a1.0024.03/zip"
"Opinion No 6/2020 (pursuant to Article 287(4) and 322(1)(a), TFEU) concerning the proposal for a regulation of the European Parliament and of the Council establishing a Recovery and Resilience Facility (COM(2020) 408) 2020/C 350/01","http://publications.europa.eu/resource/authority/corporate-body/ECA",2020-09-07,"52020AA0006","http://publications.europa.eu/resource/cellar/b07d7ef4-129a-11eb-9a54-01aa75ed71a1","http://publications.europa.eu/resource/cellar/2b652911-129c-11eb-9a54-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/2b652911-129c-11eb-9a54-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/2b652911-129c-11eb-9a54-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/2b652911-129c-11eb-9a54-01aa75ed71a1.0006.03/zip"
"Proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL amending Regulation (EU) No 168/2013 as regards specific measures on L-category end-of-series vehicles in response to the COVID-19 outbreak","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/GROW",2020-09-07,"52020PC0491",,"http://publications.europa.eu/resource/cellar/15186063-f0e4-11ea-991b-01aa75ed71a1.0008.02","http://publications.europa.eu/resource/cellar/15186063-f0e4-11ea-991b-01aa75ed71a1.0008.03","http://publications.europa.eu/resource/cellar/15186063-f0e4-11ea-991b-01aa75ed71a1.0008.02/zip","http://publications.europa.eu/resource/cellar/15186063-f0e4-11ea-991b-01aa75ed71a1.0008.03/zip"
"Notice supplementing the Notice from the Government of the Republic of Poland concerning Directive 94/22/EC of the European Parliament and of the Council on the conditions for granting and using authorisations for the prospection, exploration and production of hydrocarbons in the Lubycza Królewska area (2020/C 83/06) 2020/C 298/03","http://publications.europa.eu/resource/authority/country/POL",2020-09-08,"52020XG0908(01)","http://publications.europa.eu/resource/cellar/105cb803-f19e-11ea-991b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/9289314e-f19f-11ea-991b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/9289314e-f19f-11ea-991b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/9289314e-f19f-11ea-991b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/9289314e-f19f-11ea-991b-01aa75ed71a1.0006.03/zip"
"Decision (EU) 2020/1264 of the European Central Bank of 8 September 2020 amending Decision (EU) 2019/1743 of the European Central Bank on the remuneration of holdings of excess reserves and of certain deposits (ECB/2020/38)","http://publications.europa.eu/resource/authority/corporate-body/ECB",2020-09-08,"32020D1264","http://publications.europa.eu/resource/cellar/b85cb812-f3f6-11ea-991b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/85db6b5c-f3f8-11ea-991b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/85db6b5c-f3f8-11ea-991b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/85db6b5c-f3f8-11ea-991b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/85db6b5c-f3f8-11ea-991b-01aa75ed71a1.0006.03/zip"
"COMMUNICATION FROM THE COMMISSION TO THE EUROPEAN PARLIAMENT AND THE COUNCIL 2020 Strategic Foresight Report STRATEGIC FORESIGHT – CHARTING THE COURSE TOWARDS A MORE RESILIENT EUROPE","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/SG",2020-09-09,"52020DC0493",,"http://publications.europa.eu/resource/cellar/3085f568-f350-11ea-991b-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/3085f568-f350-11ea-991b-01aa75ed71a1.0001.03","http://publications.europa.eu/resource/cellar/3085f568-f350-11ea-991b-01aa75ed71a1.0001.02/zip","http://publications.europa.eu/resource/cellar/3085f568-f350-11ea-991b-01aa75ed71a1.0001.03/zip"
"Communication supplementing the Communication from the Government of the Republic of Poland concerning Directive 94/22/EC of the European Parliament and of the Council on the conditions for granting and using authorisations for the prospection, exploration and production of hydrocarbons in the Pyrzyce area (2020/C 83/08) 2020/C 299/07","http://publications.europa.eu/resource/authority/country/POL",2020-09-09,"52020XG0909(05)","http://publications.europa.eu/resource/cellar/f784062a-f263-11ea-991b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/30c7aee4-f266-11ea-991b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/30c7aee4-f266-11ea-991b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/30c7aee4-f266-11ea-991b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/30c7aee4-f266-11ea-991b-01aa75ed71a1.0006.03/zip"
"Communication supplementing the Communication from the Government of the Republic of Poland concerning Directive 94/22/EC of the European Parliament and of the Council on the conditions for granting and using authorisations for the prospection, exploration and production of hydrocarbons in the ‘Żabowo’ area (2020/C 83/09) 2020/C 299/03","http://publications.europa.eu/resource/authority/country/POL",2020-09-09,"52020XG0909(01)","http://publications.europa.eu/resource/cellar/f784062a-f263-11ea-991b-01aa75ed71a1","http://publications.europa.eu/resource/cellar/5a1956f0-f265-11ea-991b-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/5a1956f0-f265-11ea-991b-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/5a1956f0-f265-11ea-991b-01aa75ed71a1.0006.01/zip","http://publications.europa.eu/resource/cellar/5a1956f0-f265-11ea-991b-01aa75ed71a1.0006.03/zip"
